business_id,name,address,postal_code,stars,review_count,categories,WorkingHours.Monday,WorkingHours.Tuesday,WorkingHours.Wednesday,WorkingHours.Thursday,WorkingHours.Friday,WorkingHours.Saturday,WorkingHours.Sunday
RajKQBW6DEVdblVhSO7uiw,Sunset Social,129 S 30th St Roof,19104,3.0,42,"Burgers, Restaurants, Nightlife, Bars",15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,3:0-23:0,12:0-23:0,12:0-21:0
uWJx0gRuynGEjgRtxUu-dw,Passero's Coffee Roasters,834 Chestnut St,19107,4.5,57,"Cafes, Coffee Roasteries, Food, Coffee & Tea, Restaurants",0:0-0:0,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0,closed,closed
1FCxJuEH_3tmxUDVPv1qfw,Poe's Sandwich Joint,1710 N 5th St,19122,4.0,122,"Sandwiches, American (Traditional), Restaurants",0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-22:0
WIYMl1aBJpCS1ed1e53GGw,Masala Kitchen: Kati Rolls & Platters,2004 Chestnut St,19103,4.5,40,"Restaurants, Indian",0:0-0:0,11:0-3:30,12:0-0:0,11:0-23:0,11:0-23:0,12:0-23:0,12:0-23:0
o4gT7fMheja86ur9PVb2Iw,District Taco,1140 Market St,19107,3.0,74,"Restaurants, Mexican",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-17:0
7w2mvWBmvY-49MmTxQ-OhA,Mood Indian Restaurant,423 W Girard Ave,19123,3.5,111,"Restaurants, Indian",11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-2:0,11:30-2:0,11:30-1:0
NUExM8_IQMh1csfeWs3PyQ,Hi Kori,1016 Race St,19107,4.5,50,"Bars, Japanese, Restaurants, Nightlife",11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,11:0-3:0,11:0-1:0
waafKhA-LtJSZXlECyfEXw,New York Gyro Halal Food Cart,SE Corner Of 11th St And Walnut St,19107,4.5,62,"Restaurants, Food Stands, Food",,,,,,,
44Xh-IjWDSn7XTw1hzO50g,Dutch Eating Place,1136 Arch St,19107,4.5,796,"Sandwiches, Restaurants, Juice Bars & Smoothies, Food, Breakfast & Brunch",closed,8:0-15:0,8:0-15:0,8:0-17:0,8:0-17:0,8:0-17:0,closed
EUlSBUUuaPVQ7NftUbyf8A,Charlies Country Ribs,2528 W Diamond St,19121,3.5,23,"Sandwiches, Soul Food, Barbeque, Restaurants",0:0-0:0,closed,closed,12:0-15:0,closed,closed,12:0-16:0
dG-gZOWzn8iO1Rvv_fbXxA,Silk City Diner & Lounge,435 Spring Garden St,19123,4.0,940,"Dance Clubs, Bars, Diners, Breakfast & Brunch, Lounges, Restaurants, Nightlife, American (New)",closed,closed,17:0-22:0,17:0-23:0,17:0-2:0,11:0-2:0,11:0-21:0
JYmRXNPd9hlp72ycpl4dtQ,Bao & Bun Studio,"5401 Tacony St, Bldg 39",19137,5.0,25,"Restaurants, Taiwanese, Pan Asian, Street Vendors, Food",0:0-0:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,closed,closed
bgHVKRpZ6xotlAuw9VSLZQ,Pret A Manger,2955 Market St,19104,4.0,34,"Bakeries, Restaurants, Coffee & Tea, Food, Sandwiches, Breakfast & Brunch",7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,closed,closed
pNf55jk_wLt8KO6yuz70MA,Wawa,518-520 South 2nd St,19147,4.0,39,"Food, Sandwiches, Restaurants, Convenience Stores, Coffee & Tea",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
IZl9xDTwW462FKkwEg7EDQ,CO-OP Restaurant & Lounge,20 S 33rd St,19104,3.5,128,"Restaurants, American (New), Bars, Breakfast & Brunch, Coffee & Tea, Food, Cocktail Bars, Nightlife",0:0-0:0,7:0-14:0,7:0-22:0,7:0-22:0,7:0-22:0,16:0-22:0,7:0-14:0
NXbsRaSCuPKbcCuTVHA57g,Sawatdee Thai Restaurant,534 S 15th St,19146,3.5,206,"Thai, Restaurants",closed,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0
r7PzCQmfs2jq-VmZjUwKjg,Frank's Steaks & Burgers,7161 Frankford Ave,19135,3.5,58,"Delis, Sandwiches, Restaurants, Burgers, Cheesesteaks",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0
5AGVyIa1_XVUqXGbQXRmiQ,Heritage,914 N 2nd St,19123,4.0,297,"Restaurants, American (New), Arts & Entertainment, Jazz & Blues, Nightlife, Bars",17:0-2:0,17:0-22:30,17:0-22:30,17:0-22:30,17:0-0:0,11:0-0:0,11:0-15:0
WxB8498ejPtHE7wFa89_fA,The Continental Mid-town,1801 Chestnut St,19103,3.5,1682,"Breakfast & Brunch, Lounges, Bars, Cocktail Bars, Nightlife, American (Traditional), American (New), Restaurants",0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-21:0,16:0-23:0,16:0-21:0
u5_y_iOUMjbvqSwWXIx-5A,La Famiglia Ristorante,8 S Front St,19106,4.0,140,"Italian, Restaurants",0:0-0:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,closed
FIDLmYEuCtSj_rc8lqaKFw,Saffron Patch - Authentic Indian Restaurant,1849 Wolf St,19145,4.0,64,"Chicken Shop, Vegetarian, Restaurants, Indian, Seafood, Halal",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
4jMcQREZ9774-dOGH5p4QA,Dwight's Southern Bar-B-Que,4345 Lancaster Ave,19104,3.0,40,"Restaurants, Barbeque",closed,12:0-0:0,12:0-2:0,12:0-2:0,12:0-3:0,12:0-2:0,12:0-0:0
02qFLwwFi8T804rHcYh7Zw,Higher Grounds,631 N 3rd St,19123,4.0,159,"Food, Coffee & Tea",8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
CMVw6Q4k-k5-ZOhA03AShw,Cafe Old Nelson,1435 Arch St,19102,3.5,32,"Delis, Food, Restaurants",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-16:0,closed
Gnn3GHyNiMHk4A7FiGgrOA,Saladworks,"8500 Henry Ave, Store  29, Andorra Shopping Ctr",19128,3.0,45,"American (Traditional), Vegetarian, Soup, Salad, Do-It-Yourself Food, Restaurants, Sandwiches, American (New), Food",0:0-0:0,10:0-20:0,10:0-20:0,11:0-17:0,10:0-20:0,11:0-19:0,11:0-19:0
QTjtz-bfm8Yrrv6t0PP0FQ,Knockbox Cafe,405 S 45th St,19104,4.0,115,"Coffee & Tea, Bagels, Food, Restaurants, Sandwiches, Bakeries",7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-19:0,7:0-19:0
29ThPh6IA69V-SfcwfV9Dg,Starbucks,1201 Market St,19107,3.0,48,"Restaurants, Food, Coffee & Tea",0:0-0:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0
bvg9CWsF3FIA-oq00MulAQ,Hong Kong Bakery Shop,917 Race St,19107,3.5,53,"Food, Restaurants, Bakeries",,,,,,,
XHr3rn4BhvPomAlr7YePiQ,Dati's Homemade Water Ice & Ice Cream,2235 W Passyunk Ave,19145,4.5,33,"Ice Cream & Frozen Yogurt, Food",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
btO6x9iGY4KiP4DpOf0TPg,Dairy Queen,609 Chestnut St,19106,3.0,41,"Ice Cream & Frozen Yogurt, Food, Burgers, Fast Food, Restaurants",11:0-17:30,11:0-17:30,11:0-17:30,11:0-17:30,11:0-17:30,11:0-17:30,11:0-17:30
GVZUe3iXg75_Zp9ZS91y9g,El Fuego,723 Walnut St,19106,3.5,258,"Tex-Mex, Restaurants, Specialty Food, Mexican, Ethnic Food, Soup, Bars, Food, Nightlife",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-17:0,closed
k_43W3zbbEuvYuLZviSJKA,&pizza - UPenn,3925 Walnut St,19104,4.0,61,"Vegetarian, Vegan, Restaurants, Pizza",0:0-0:0,11:0-22:0,11:0-22:0,11:0-20:0,11:0-0:0,11:0-0:0,11:0-22:0
UMHuKs1sO-wq3XqKaejXeA,Miss Rachel's Pantry,1938 S Chadwick St,19145,5.0,119,"Arts & Crafts, Food, Shopping, Food Delivery Services, Event Planning & Services, Cafes, Vegan, Restaurants, Caterers, Cooking Classes",closed,closed,closed,closed,19:0-22:0,19:0-22:0,closed
tz5rytGzU6DsZpHUxTRhUw,Milkboy,401 South St,19147,3.5,108,"Bars, Venues & Event Spaces, Event Planning & Services, Music Venues, Party & Event Planning, Nightlife, Arts & Entertainment, Cocktail Bars, Beer Bar, Sandwiches, Restaurants",closed,closed,16:0-22:0,16:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
FDifzPPJA9aZKxNQo61pfQ,Green Eggs Cafe,2800 W Girard Ave,19130,3.5,93,"American (New), Breakfast & Brunch, Restaurants, Diners",0:0-0:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0
jOgXXZdODiH-drcJYZkDnA,Trattoria Moma,7131 Germantown Ave,19119,4.5,136,"Restaurants, Italian",closed,closed,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
EreYgrQPuR7Sk_FKeZZg9g,Talula's Daily,208 W Washington Square,19106,4.5,368,"American (Traditional), Food, Bakeries, Specialty Food, Restaurants, Bars, Ethnic Food, Cafes, Beer Bar, Coffee & Tea, American (New), Nightlife",8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0
6GePX4W6Cl8LD68zUq_MAA,Rachael's Nosheri,120 S 19th St,19103,3.5,135,"Caterers, Kosher, American (Traditional), Restaurants, Delis, Breakfast & Brunch, Sandwiches, Event Planning & Services",8:0-16:0,8:0-16:0,8:0-16:0,8:0-14:0,8:0-14:0,8:0-16:0,8:0-14:0
rihNdO3UwfK9XljS0RlT3w,Trader Joe's,1324 Arch St,19107,4.5,32,"Grocery, Organic Stores, Food",0:0-0:0,9:0-19:0,8:0-21:0,8:0-18:0,8:0-21:0,8:0-17:0,8:0-17:0
3-ohG1LYG5gi_9pTjsAJew,Royal Pizza,4202 Baltimore Ave,19104,3.5,54,"Burgers, Restaurants, Pizza, Cheesesteaks",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,16:0-0:0
wTCA2ZJsssbOCjG0h0ZiGg,Redcrest Fried Chicken,1525 S 11th St,19147,4.0,152,"Chicken Shop, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
5-nNDXuH0KUj31oo1RqQXQ,Taco Mondo,2965-2999 Market St,19104,4.0,25,"Food Trucks, Food",,,,,,,
JVDHxMnKjif8XdXVFWiClg,Dizengoff,1625 Sansom St,19103,4.5,725,"Beer, Wine & Spirits, Middle Eastern, Restaurants, Food",0:0-0:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0
ZhAPdzBxhvvNInbhEPZ6jw,KAMI Philadelphia,"3233 Arch St, #3299",19104,4.0,40,"Restaurants, Food, Food Trucks, Korean, Street Vendors",11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,closed,closed
DO_op-iq4qoaOBEhJH6EdQ,Tsaocaa & BBQ Chicken,938 Race St,19107,3.5,160,"Chicken Wings, Food, Bubble Tea, Korean, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
BtcOytu968lkyyO0IICv8w,Wissahickon Brewing Company,3705 W Schoolhouse Ln,19129,4.0,95,"Pubs, Bars, Breweries, Food, Nightlife",0:0-0:0,15:0-22:0,15:0-22:0,15:0-23:0,15:0-1:0,12:0-23:0,12:0-18:0
BryQISFnkCdcJET-tpAx3w,Isot Mediterranean Cuisine,622 S 6th St,19147,4.5,448,"Restaurants, Middle Eastern, Breakfast & Brunch, Turkish, Mediterranean, Halal",16:0-22:30,16:0-22:30,closed,16:0-22:30,12:0-23:0,12:0-23:0,12:0-22:30
jt1TfLJQN20aoVskD_8DuQ,"Angelino's Restaurant, Fairmount- Philadelphia",849 N 25th St,19130,4.0,205,"Italian, Pizza, Restaurants, Nightlife, Beer Bar, American (Traditional), Bars",0:0-0:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:0,11:0-21:0,11:30-21:30
6pT7TIyrhpeo-LjTlIZBDA,Capriccio Cafe and Bar,110 N 16th St,19102,3.5,121,"Caterers, Restaurants, Food, Breakfast & Brunch, Ice Cream & Frozen Yogurt, American (New), Cocktail Bars, Nightlife, Event Planning & Services, Coffee & Tea, Beer, Wine & Spirits, Bars",8:0-15:0,8:0-19:0,8:0-22:0,7:0-17:0,8:0-19:0,8:0-19:0,8:0-19:0
ksNOQbbUkbCUuQWmEopJqQ,Local 215,,19130,4.5,37,"Event Planning & Services, Food, Food Trucks, Caterers",,,,,,,
CyZrPCmQqMbXdD6SX02f6w,Jerry's Kitchen,33RD And Arch St,19104,4.5,36,"Event Planning & Services, Restaurants, Vegan, Food, American (Traditional), Caterers, Vegetarian, Food Trucks, American (New)",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
HcddEbhaQ3wgyEFoEZSeGQ,Tamarind,117 S St,19147,4.0,309,"Thai, Restaurants",16:0-22:0,16:0-22:0,16:0-22:0,12:0-22:0,12:0-23:30,12:0-23:30,12:0-22:0
3UBG2rwjgP-6ifTAuKl3Gg,Steap and Grind,1619 Frankford Ave,19125,4.0,138,"Sandwiches, Flowers & Gifts, Coffee & Tea, Restaurants, Food, Gift Shops, Shopping",8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0
gdyMIBAitsQubj0OEJoiMg,Fairmount Pizza and Grill,2000 Fairmount Ave,19130,3.5,222,"Restaurants, Pizza, Italian, Sandwiches",9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-23:0
A8C1KXkiKSZytzo0h-hgNg,Nuts To You,"721 Walnut St, Apt 300",19106,4.5,35,"Herbs & Spices, Honey, Specialty Food, Organic Stores, Candy Stores, Food",10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-17:0,closed
5K32Jy_YwW300mAdYK_Zdg,Pho 75,823 Adams Ave,19124,4.0,146,"Vietnamese, Restaurants",9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0
hNlvlGJsTXLJxeJ4RPsaeA,Alamodak Restaurant and Hookah Lounge,161 Cecil B Moore Ave,19122,4.0,98,"Nightlife, Salad, Hookah Bars, Bars, Restaurants, Middle Eastern, Halal, Arabic, Beer Bar, Mediterranean",16:30-0:0,16:30-0:0,closed,16:30-0:0,16:15-1:0,17:0-1:0,16:30-0:0
bIGFd99r3iUNB0xshlZ5Sw,Pumpkin,1713 South St,19146,4.0,432,"American (New), Restaurants",closed,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0
ErCpFI7z3eJc-Gun0tWVZA,Ace Diner,5517 Lancaster Ave,19131,4.0,28,"Diners, Restaurants",,,,,,,
jFm2I2vALvWz07_AWKQLlA,Shakespeare & Co,1632 Walnut St,19103,4.0,71,"Food, Bookstores, Books, Mags, Music & Video, Shopping, Coffee & Tea",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,10:0-18:0
dQz8GzXDTllj0XT3HVkYbg,Pizza City,7129 Frankford Ave,19135,3.0,41,"Restaurants, Pizza",16:0-0:30,16:0-0:30,16:0-0:30,16:0-0:30,16:0-1:30,16:0-1:30,16:0-0:30
617w8MQE3z1szmLvs0WfCw,Bar Bombón,133 S 18th St,19103,4.0,734,"Restaurants, Vegetarian, Latin American, Vegan",11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,10:0-22:0,10:0-21:0
pg6RCapqdBVRGMg2kjoIxQ,Harbor Seafood Garden,5675 Rising Sun Ave,19120,3.5,49,"Chinese, Dim Sum, Seafood, Restaurants, Cantonese",10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
baF2ZFEtsIo2A1k61x3QSw,Tio Flores,1600 South St,19146,3.5,243,"Bars, Restaurants, Mexican, Food, Nightlife",closed,closed,15:0-22:0,15:0-22:0,15:0-22:0,12:0-22:0,12:0-21:0
B5eJm8A4eiuPLW5C6l75dQ,Di Bruno Bros.,930 S 9th St,19147,4.5,250,"Sandwiches, Cheese Shops, Meat Shops, Italian, Specialty Food, Restaurants, Food",0:0-0:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-16:0,8:0-18:0,10:0-16:0
BIxkykL8meGkcNszRNWSyA,Talluto's Authentic Italian Food,944 S 9th St,19147,4.5,63,"Restaurants, Specialty Food, Italian, Food, Cheese Shops, Grocery, Ethnic Food",8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-15:0
OAdMiCSG0iamQ1MBhiZQuQ,Fermentery Form,1700 N Palethorp St,19122,4.5,27,"Food, Breweries",closed,closed,closed,17:30-22:0,closed,closed,closed
aLJN5-DBnNM2C7FjPPQA2A,Stoli's Steaks,13023 Bustleton Ave,19116,4.5,55,"Restaurants, Cheesesteaks",11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-21:0
vxWjLZMn3uzDQyOjAdwq3w,The Bishop's Collar,2349 Fairmount Ave,19130,3.5,248,"Nightlife, Bars, American (New), Burgers, Restaurants",11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0
s8P133LRpPSuypuVCwUzEA,The Crab Shack 2,5305 Rising Sun Ave,19120,3.5,20,"Food, Seafood, Seafood Markets, Restaurants, Specialty Food",10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30
3Hz1tjW2YqD5JPJTe2I09A,Vincenzo's Deli,1626 S 9th St,19148,4.5,35,"Restaurants, Delis, Cheesesteaks, Sandwiches",0:0-0:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,closed
jQnhYqA4jykPPdkyOFM4Lg,City View Pizza and Grill,3619 North Broad St,19140,3.5,66,"Restaurants, Pizza, Sandwiches, Burgers",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-22:0
paNYNJ-VFDgwLY201IrXCQ,Sakana Omakasè Sushi,"616 S 2nd St, Fl 1",19147,4.5,157,"Sushi Bars, Japanese, Restaurants",0:0-0:0,18:0-23:0,18:0-23:0,18:0-23:0,17:30-0:0,17:30-0:0,closed
mjqFs-VDCulkZLvPTW6Ddg,San Lucas Pizzeria,2000 S Bouvier St,19145,4.5,27,"Restaurants, Pizza, Cheesesteaks, Italian, Mexican",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
poviu-6n3iaRE4gdQz6OYw,Oyster House,1516 Sansom St,19102,4.0,1407,"Restaurants, Steakhouses, Seafood",closed,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,closed
7glaDklehs5KxuoCmR9V1Q,Plaza Garibaldi,935 Washington Ave,19147,3.5,78,"Restaurants, Mexican",9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0
GfIk-0bOXYDR8yXZkDCM0Q,Green Rock Tavern,2546 E Lehigh Ave,19125,4.5,109,"Bars, American (Traditional), Pubs, Restaurants, Nightlife",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
dF1064EcYXPcJ1ENvLN83w,Saxbys,2951 Market St,19104,3.5,49,"Coffee & Tea, Bagels, Food",6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,closed,closed
dvYS0Y_RHFGyR4Q29rqm3g,Dibbs BBQ,5617 Lancaster Ave,19131,4.5,22,"Restaurants, Barbeque",closed,closed,closed,closed,12:0-20:0,12:0-20:0,closed
UG5PDzdKA2n3jd854QJpiQ,Ruby Chinese Restaurant,7140 Ridge Ave,19128,3.0,87,"Chinese, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0
wtL_W_OZ_JMqGBdt1oAJ3Q,Momma Mia's Pizzeria,15002 Endicott St,19116,4.5,43,"Pizza, Chicken Wings, Cheesesteaks, Restaurants",0:0-0:0,closed,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-19:0
LAx7f7-pG9-8U399x9Tp2A,TaKorean,111 S Independence Mall E,19106,3.5,39,"Mexican, Asian Fusion, Korean, Restaurants",11:0-18:0,12:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-16:0
ANmX99M5KtNWi5g39TFIKw,Noobar,"8500 Essington Ave, Level 2, Terminal B, Gate B3",19153,3.0,46,"American (New), Restaurants, Japanese, Sushi Bars",5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
iGwpAmEWTxattlhkuG6eDQ,Steak 'Em Up,2600 S 11th St,19148,3.0,87,"Sandwiches, Pizza, Cheesesteaks, Steakhouses, Restaurants",8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0
mLDc_u44EiqJCSR3L4nQZw,Attic Brewing Company,137 Berkley St,19144,4.5,27,"Food, Nightlife, Brewpubs, Bars, Beer Bar, Breweries",16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,15:0-23:0,13:0-23:0,13:0-21:0
K9cXWQFJrYL4AN9RCCPjJw,Surf And Turf Truck,,19114,3.5,38,"Food, Food Trucks, Seafood, Restaurants",9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
eY8exh1aLVVhW6z_M0u_Eg,Pho Ha Saigon,575 Adams Ave,19120,3.5,259,"Vietnamese, Restaurants",9:30-18:0,9:30-18:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0
Xck-KZiOi9ZWXG5hNuulLQ,Sassafras Market,163 N 3rd St,19106,3.5,55,"Food, Grocery",7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,8:0-23:0,8:0-22:0
6_T2xzR74JqGCTPefAD8Tw,Morimoto,723 Chestnut St,19106,4.5,1914,"Japanese, American (Traditional), American (New), Restaurants, Sushi Bars, Asian Fusion",0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,16:0-21:0,17:0-23:0,17:0-22:0
hT9weRMZuJjl6Ca1EskmNA,Pete's Famous Pizza,116 N 21st St,19103,3.5,228,"Food, Restaurants, Specialty Food, Pasta Shops, Pizza, Chicken Wings, Food Delivery Services",10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,8:0-0:0,8:0-23:0
DUob26H7hiDCM4ubXMsn5A,Noah's Pizza,4602 Woodland Ave,19143,3.0,31,"Sandwiches, Cheesesteaks, Restaurants, Wraps, Gluten-Free, Pizza, Burgers",8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:0,9:0-23:0
HW5LkI9qeqVDwHqhd00_8A,The Happy Rooster,118 S 16th St,19102,3.5,251,"Bars, Nightlife, American (New), Pubs, Restaurants",11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0
93K-xlLwLnwcFuV2r2MI6Q,Thai Square Restaurant,2521 Christian St,19146,4.0,162,"Thai, Restaurants",0:0-0:0,16:0-21:30,16:0-21:30,16:0-21:30,16:0-21:30,16:0-21:30,16:0-21:30
rjdUiKAXXYHIH20zVTcPXw,19 Degrees,1847 Christian St,19146,3.5,69,"Sandwiches, Restaurants, Delis, Cafes",8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:0,8:0-22:0
hPu9RUh8v3WCFhJQu52VzA,The Igloo,1514 Frankford Ave,19125,4.0,54,"Ice Cream & Frozen Yogurt, Food",12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,12:0-23:0
9OhPfV0C3Q49l5tSre2MuQ,Kabobeesh,4201 Chestnut St,19104,3.5,322,"Food, Ethnic Food, Indian, Middle Eastern, Pakistani, Halal, Specialty Food, Barbeque, Restaurants",11:0-23:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0
3MIsXwx5zVmlwzRx9UnuFQ,Perkins Restaurant & Bakery,1681 Grant Ave,19115,3.0,56,"Cafes, American (Traditional), Food, Restaurants, Breakfast & Brunch, Bakeries",7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0
EQyFENS3MWYRuDt6Ty6QJQ,Street Food Philly,N 33rd St,19104,4.0,34,"Restaurants, Food Stands, Street Vendors, Food, Event Planning & Services, Caterers",11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,closed,closed
G-FrjKHpQVoH_P1saaMNRQ,Kingston 11,6405 Woodland Ave,19142,3.5,52,"Caribbean, Restaurants",11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,closed
WX2exxux0FS2HwRVaRdhaQ,Stone's Beer & Beverage Market,1701 Fairmount Ave,19130,4.5,62,"Beer, Wine & Spirits, Food, Beverage Store",0:0-0:0,10:0-20:0,10:0-20:0,10:0-15:0,10:0-21:0,10:0-21:0,10:0-20:0
QUSctIF_D2yv_NJeokhXFw,Condesa,1830 Ludlow St,19103,4.0,117,"Mexican, Bars, Cocktail Bars, Nightlife, Restaurants",0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-21:0,17:0-21:0,closed
mBgfK8HLthPOMPkEbYLW-A,The Bottle Shop,1616 East Passyunk Ave,19148,4.0,94,"Bars, Food, Beer, Wine & Spirits, Nightlife",12:0-18:0,13:0-21:0,13:0-21:0,11:0-16:0,12:0-22:0,12:0-22:0,11:0-15:0
pFR6-Py-CyIDiXyJer2aqQ,Suprema Coffee Roastery,1511 Pine St,19102,4.0,22,"Coffee Roasteries, Coffee & Tea, Food",7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-13:0,8:0-17:0
1MbwLxXrQk7H1FOidg8hoA,Yummy Pho,2012 N Broad St,19121,4.5,72,"Soup, Thai, Asian Fusion, Coffee & Tea, Vietnamese, Bubble Tea, Restaurants, Food",0:0-0:0,11:0-21:0,closed,11:0-21:0,11:0-22:0,11:0-22:0,closed
ErcLBEFjqr4nGbF4ozrvgg,Don Barriga Mexican Grill,"4443 Spruce St, Fl 1st",19104,4.5,109,"Mexican, Restaurants",0:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-21:0
